iter	Logloss
226	0.289094673
227	0.2882984449
228	0.2875200667
229	0.2867449634
230	0.2859138993
231	0.2855002205
232	0.2850148903
233	0.2844835677
234	0.283923437
235	0.2831961974
236	0.2826634173
237	0.2820967368
238	0.2814057728
239	0.2806309394
240	0.2797246609
241	0.2791351102
242	0.278594071
243	0.2781913146
244	0.2773255402
245	0.2768298635
246	0.276283822
247	0.2755783009
248	0.2750498934
249	0.274377427
250	0.2737667516
251	0.2733459833
252	0.2728470137
253	0.2724046527
254	0.2719084182
255	0.2714854546
256	0.2708970016
257	0.2702085387
258	0.2692595068
259	0.2686227762
260	0.2680521911
261	0.2674125455
262	0.2669597122
263	0.2663918801
264	0.2659737209
265	0.2654303425
266	0.2647954113
267	0.2644299381
268	0.2636974982
269	0.2631191398
270	0.262518109
271	0.2621616507
272	0.261636824
273	0.2612603745
274	0.2609083787
275	0.2604849473
276	0.2601629833
277	0.2599306646
278	0.2598510058
279	0.2593931162
280	0.2588604621
281	0.2582968226
282	0.2576311039
283	0.2571731243
284	0.2565607035
285	0.2560241087
286	0.255314593
287	0.2546772507
288	0.254134772
289	0.2535598683
290	0.2531493565
291	0.2526598157
292	0.252260496
293	0.2518047837
294	0.2514351359
295	0.2509427161
296	0.2504632518
297	0.2499553572
298	0.2494480745
299	0.2488247314
300	0.2482395892
301	0.247882807
302	0.2472999321
303	0.2465989275
304	0.2462984661
305	0.245716113
306	0.245171493
307	0.2448119397
308	0.2440898643
309	0.2435306693
310	0.242987003
311	0.2425164457
312	0.2418934444
313	0.2413385139
314	0.2406378152
315	0.2401579551
316	0.2397455899
317	0.2392239481
318	0.2386406593
319	0.2383073051
320	0.238008859
321	0.2374781123
322	0.2372023924
323	0.236881688
324	0.2362115608
325	0.2357046739
326	0.2353577884
327	0.2349408348
328	0.2345316185
329	0.2339290043
330	0.2336724119
331	0.2331927138
332	0.2328215905
333	0.2321931371
334	0.2317176855
335	0.2312372136
336	0.2310859032
337	0.2307545284
338	0.230202153
339	0.2297926849
340	0.2293526991
341	0.2289865782
342	0.2287039487
343	0.228284242
344	0.227818687
345	0.2274738888
346	0.2269417025
347	0.2264427689
348	0.2260087391
349	0.2255890504
350	0.2251063833
351	0.2247392546
352	0.2243620495
353	0.2242285171
354	0.2237612526
355	0.2231707843
356	0.2228558019
357	0.2224422311
358	0.2221725752
359	0.2219381872
360	0.2214383899
361	0.2211018328
362	0.2207623608
363	0.2204107249
364	0.2199757414
365	0.2196053019
366	0.2191786856
367	0.2187525191
368	0.2184760616
369	0.2180934942
370	0.2177304862
371	0.2172693936
372	0.2169181536
373	0.216469009
374	0.2160475929
375	0.2155563786
376	0.2153375734
377	0.2150687452
378	0.2148401152
379	0.2144472374
380	0.2139840396
381	0.2136974515
382	0.2132494585
383	0.2126896336
384	0.2123739494
385	0.2120959984
386	0.2118508861
387	0.2114637483
388	0.2111510511
389	0.2108590468
390	0.2104972264
391	0.2100820361
392	0.2095433721
393	0.2091386723
394	0.2086132517
395	0.2083272394
396	0.2080843404
397	0.2076966088
398	0.2073363538
399	0.2069366383
400	0.2066298971
401	0.2062547252
402	0.2059433055
403	0.2056262178
404	0.2052577756
405	0.204785203
406	0.2044011602
407	0.2039263203
408	0.2036015852
409	0.2032233904
410	0.2028457714
411	0.2028014885
412	0.2023814039
413	0.2020982346
414	0.201739851
415	0.2014992192
416	0.2010819057
417	0.2009841271
418	0.2005054366
419	0.2002090238
420	0.1998458179
421	0.1993803348
422	0.1990759868
423	0.1986870496
424	0.1983043203
425	0.1979408804
426	0.1975578092
427	0.1973570698
428	0.1970012233
429	0.1967658457
430	0.1965782238
431	0.1965228027
432	0.1961406492
433	0.1958314788
434	0.1955664293
435	0.1952125621
436	0.1948167873
437	0.1944906127
438	0.1942210647
439	0.1939236983
440	0.1935354629
441	0.1932193108
442	0.1928348181
443	0.1926773179
444	0.1924128263
445	0.1921594728
446	0.191889367
447	0.1915189635
448	0.1911804091
449	0.1910357385
450	0.1906359511
451	0.1904976143
452	0.1902794748
453	0.1900662116
454	0.1898784098
455	0.1894985235
456	0.1890449704
457	0.1888711497
458	0.1886265233
459	0.1882762729
460	0.1879441243
461	0.1878130931
462	0.1875377511
463	0.1873505071
464	0.1870938067
465	0.1868430084
466	0.1866308608
467	0.1865155742
468	0.1860925207
469	0.1858487759
470	0.1856273435
471	0.185377085
472	0.1850240455
473	0.1847393468
474	0.1844845898
475	0.1842711287
476	0.1840803038
477	0.1837624604
478	0.1835135154
479	0.1832757986
480	0.1829471228
481	0.1825681722
482	0.1821858568
483	0.1818186922
484	0.1816608141
485	0.1813994714
486	0.181210302
487	0.180972873
488	0.1806980349
489	0.1803795617
490	0.1801993532
491	0.180035969
492	0.1796824617
493	0.1795017674
494	0.179271698
495	0.1787756794
496	0.1784599952
497	0.1782185896
498	0.1780098249
499	0.1778173627
500	0.1775490203
501	0.1773721767
502	0.1771362952
503	0.1767863508
504	0.1764689392
505	0.1759593172
506	0.1758348897
507	0.175526619
508	0.1752728516
509	0.1749953144
510	0.174800333
511	0.1745206725
512	0.1742491092
513	0.1740113384
514	0.1736622756
515	0.1733700554
516	0.173133994
517	0.1727554753
518	0.1725829862
519	0.1723593946
520	0.1721193206
521	0.1719602009
522	0.17175786
523	0.1715263511
524	0.1713090933
525	0.1709886227
526	0.1707444101
527	0.1705067833
528	0.1701539957
529	0.1699853213
530	0.1698272633
531	0.1696292949
532	0.1694087802
533	0.1692298313
534	0.1688901433
535	0.1685819446
536	0.1684614218
537	0.1682741237
538	0.1680759034
539	0.1678192391
540	0.1675196774
541	0.1673467384
542	0.1670444237
543	0.1668204182
544	0.1666180053
545	0.1663280703
546	0.1660620851
547	0.1657523389
548	0.1655691975
549	0.165356726
550	0.1652105799
551	0.16490589
552	0.1647053485
553	0.1645383295
554	0.1641555822
555	0.1639911904
556	0.163705232
557	0.163336196
558	0.1629888427
559	0.1627659708
560	0.1625513401
561	0.1622887377
562	0.1620494915
563	0.161916193
564	0.1615847102
565	0.1613705833
566	0.1611632581
567	0.1608684828
568	0.1605995646
569	0.1604617317
570	0.1601637714
571	0.1599983359
572	0.159863382
573	0.1597851087
574	0.1594598158
575	0.1591805152
576	0.1590253362
577	0.158800449
578	0.158534032
579	0.1582513665
580	0.1579927408
581	0.157886829
582	0.1576567956
583	0.1575297949
584	0.1573349215
585	0.1571355136
586	0.156982026
587	0.1567023295
588	0.1564827685
589	0.1562537787
590	0.1560816135
591	0.1557465319
592	0.1556725412
593	0.1554861788
594	0.1552108009
595	0.1550350549
596	0.154888513
597	0.1546639316
598	0.154449265
599	0.1541501351
600	0.1538881626
601	0.1536661544
602	0.153438802
603	0.1532702356
604	0.1531037385
605	0.1528979967
606	0.1527099429
607	0.1524489781
608	0.1523425624
609	0.1521224976
610	0.1519152083
611	0.1519009212
612	0.1517754681
613	0.1515906532
614	0.1514365178
615	0.1512270154
616	0.1510067346
617	0.1506849145
618	0.1505346568
619	0.1504105082
620	0.1502146451
621	0.1498786009
622	0.1496312393
623	0.1494638335
624	0.1491847668
625	0.1489953005
626	0.1487852672
627	0.1486729316
628	0.1485490799
629	0.1483435451
630	0.1481788563
631	0.1480775509
632	0.147963128
633	0.1478072472
634	0.1474885941
635	0.1473111567
636	0.1470977765
637	0.146929597
638	0.1468837486
639	0.1467458167
640	0.1465670478
641	0.146308674
642	0.1460923879
643	0.1458540143
644	0.1456560549
645	0.1454238532
646	0.1452295015
647	0.1450001879
648	0.1448313425
649	0.1445734546
650	0.1443852749
651	0.1442136765
652	0.1438838131
653	0.143696686
654	0.1434985917
655	0.1432900609
656	0.1430812332
657	0.1428288334
658	0.1427633357
659	0.1425808691
660	0.1424975485
661	0.1422866335
662	0.1421057683
663	0.1418891763
664	0.1416814012
665	0.1415133026
666	0.1413318796
667	0.1411271545
668	0.1408822761
669	0.1406481851
670	0.1404576392
671	0.1403044935
672	0.1401484327
673	0.1400066772
674	0.1397237238
675	0.1395753015
676	0.1393604548
677	0.1392007954
678	0.1390219275
679	0.1387786056
680	0.13868071
681	0.138592873
682	0.1383159745
683	0.1381241061
684	0.1378887554
685	0.1375659727
686	0.1374629039
687	0.1372556147
688	0.1370120678
689	0.1368340546
690	0.1366843098
691	0.1364137002
692	0.1361581604
693	0.1359242403
694	0.1357565106
695	0.135527008
696	0.1353667547
697	0.1351431361
698	0.1348965663
699	0.1346760426
700	0.134534431
701	0.134399522
702	0.1342050085
703	0.1339938326
704	0.1338048071
705	0.133641243
706	0.1335290423
707	0.1333371468
708	0.1330880129
709	0.1329046825
710	0.1327434666
711	0.1325621515
712	0.1323609532
713	0.132144757
714	0.1319883814
715	0.1317431972
716	0.1315878382
717	0.131401152
718	0.1312472056
719	0.1310026331
720	0.1308427307
721	0.1306039882
722	0.1304905909
723	0.1302775437
724	0.1301580825
725	0.1300239923
726	0.1298811931
727	0.1296015506
728	0.1293472254
729	0.1291157884
730	0.128961815
731	0.1288744009
732	0.1287517008
733	0.1285702238
734	0.1285165391
735	0.1283628716
736	0.1282378683
737	0.1280288966
738	0.1278380448
739	0.1276860867
740	0.127477169
741	0.1273072531
742	0.1271096356
743	0.1269053153
744	0.1266511161
745	0.1265895772
746	0.12635868
747	0.126256322
748	0.1260759066
749	0.1259793695
750	0.1257503617
751	0.1256569287
752	0.1255279577
753	0.1253988788
754	0.1251428352
755	0.1250169862
756	0.1249345563
757	0.124686547
758	0.1246031995
759	0.1243641871
760	0.1241591651
761	0.1239741613
762	0.1238773634
763	0.1237892565
764	0.1235610584
765	0.1234729785
766	0.1233551277
767	0.1232188063
768	0.1230918956
769	0.1228869366
770	0.1226578299
771	0.1224866903
772	0.1222713668
773	0.122197619
774	0.1220349726
775	0.1218828705
776	0.1217118659
777	0.1215508389
778	0.1214112876
779	0.1212642418
780	0.121041154
781	0.1208438423
782	0.1206359503
783	0.1205102813
784	0.12035593
785	0.1202141744
786	0.120110008
787	0.1199367901
788	0.1197916427
789	0.1197372832
790	0.1195912811
791	0.1193676445
792	0.1192699738
793	0.1191381958
794	0.1189539567
795	0.1188249408
796	0.1186409536
797	0.1184702549
798	0.1183367675
799	0.1181531942
800	0.1179849967
801	0.1177463352
802	0.1175117133
803	0.1174493556
804	0.1173330883
805	0.117172952
806	0.1170052402
807	0.1168581495
808	0.116654468
809	0.1165444536
810	0.1163790541
811	0.1162302989
812	0.11598704
813	0.1158400482
814	0.1155982647
815	0.1154269812
816	0.1153121714
817	0.1152090756
818	0.1150518633
819	0.1148144344
820	0.1146938036
821	0.1146187422
822	0.1144689434
823	0.1143410341
824	0.1142536289
825	0.1141126741
826	0.1139580349
827	0.1138167021
828	0.113746877
829	0.1136053013
830	0.1134578777
831	0.1133178675
832	0.1131773175
833	0.1130689585
834	0.1129103966
835	0.1128054565
836	0.1126995267
837	0.1124886927
838	0.11230323
839	0.1121350594
840	0.1119288319
841	0.1118161183
842	0.1117311154
843	0.1115229715
844	0.1113216472
845	0.1111677098
846	0.110885908
847	0.1107994296
848	0.1106352716
849	0.1105508534
850	0.1104109242
851	0.1102391279
852	0.1101254877
853	0.1099570652
854	0.1098545902
855	0.1097275176
856	0.1095446731
857	0.109354631
858	0.1092229969
859	0.1090717316
860	0.1089165706
861	0.1088093632
862	0.1085924472
863	0.1085073003
864	0.1083981496
865	0.1082777347
866	0.1081903566
867	0.1080151144
868	0.1077877261
869	0.1075985747
870	0.1074972063
871	0.1073614606
872	0.1072749192
873	0.1071519852
874	0.1069776067
875	0.1068469893
876	0.1067276721
877	0.106555093
878	0.1063301698
879	0.1062284236
880	0.106127703
881	0.1060421062
882	0.1059569233
883	0.1058041735
884	0.1057077084
885	0.1056276897
886	0.1054964695
887	0.105377962
888	0.1052356036
889	0.1050520033
890	0.1048429777
891	0.1047284648
892	0.1045733488
893	0.1043447818
894	0.1042465894
895	0.1041085225
896	0.1038807743
897	0.1037685646
898	0.1036208531
899	0.1034286427
900	0.1032480564
901	0.1030892966
902	0.102988675
903	0.1028166537
904	0.1026153744
905	0.1024536817
906	0.1023303158
907	0.1021483619
908	0.1020074341
909	0.1019424942
910	0.1018044454
911	0.1017005938
912	0.1016090861
913	0.1015166337
914	0.1013200598
915	0.1011504137
916	0.1010080913
917	0.1009303939
918	0.1007797943
919	0.1006619435
920	0.1005328646
921	0.100467466
922	0.1003340685
923	0.1002104147
924	0.1000556136
925	0.09991491066
926	0.09983269673
927	0.09963769733
928	0.09951307189
929	0.09939020085
930	0.09928392014
931	0.09917089174
932	0.09906074236
933	0.09890203656
934	0.09875150896
935	0.09869008694
936	0.09858065731
937	0.09847138963
938	0.09840335486
939	0.09822992109
940	0.09810655522
941	0.09799669374
942	0.09786729993
943	0.09776802783
944	0.09765239932
945	0.09758222328
946	0.0974167338
947	0.09724492847
948	0.09709290738
949	0.09695181757
950	0.09679771819
951	0.096669449
952	0.09657483731
953	0.09652219628
954	0.09643349558
955	0.09627131696
956	0.09614267889
957	0.09607802697
958	0.09594806635
959	0.09580147941
960	0.09573335468
961	0.09569803274
962	0.09547436912
963	0.09538096302
964	0.09526063811
965	0.09517122665
966	0.09505930487
967	0.09500487346
968	0.09493126059
969	0.09478361202
970	0.09465325553
971	0.09457338081
972	0.09452929587
973	0.09442293419
974	0.09433162437
975	0.09421334177
976	0.09403246754
977	0.09387888998
978	0.09377210545
979	0.09364786688
980	0.09349591777
981	0.09340712709
982	0.09329826427
983	0.09313256786
984	0.09295249435
985	0.09280714899
986	0.09268278446
987	0.0925415147
988	0.09245365971
989	0.09231976743
990	0.09216849309
991	0.09200934644
992	0.0919087428
993	0.09173031573
994	0.09161524503
995	0.09153905005
996	0.09144234207
997	0.09129340694
998	0.09121400005
999	0.09113632058
